Season_EN,Season_TE,Soil_EN,Soil_TE,N,P,K,pH,Temperature,Rainfall,Humidity,Crop_EN,Crop_TE,Organic_Fertilizer_EN,Organic_Fertilizer_TE,Inorganic_Fertilizer_EN,Inorganic_Fertilizer_TE,Organic_Pesticide_EN,Organic_Pesticide_TE,Inorganic_Pesticide_EN,Inorganic_Pesticide_TE
Zaid,జైద్,Sandy,మణల్,88,79,75,7.23,28,176,89,Okra,బెండకాయ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,10,84,13,7.25,25,135,90,Apple,సేపు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,119,56,64,7.74,36,255,87,Papaya,బొప్పాయి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,90,82,30,7.28,24,218,70,Millet,సజ్జ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,67,118,15,6.48,36,210,70,Grapes,ద్రాక్ష,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,113,29,96,6.87,24,259,61,Watermelon,పుచ్చకాయ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Red,ఎర్ర మట్టి,107,117,90,8.46,25,159,33,Guava,జామ,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,45,40,107,6.81,21,112,34,Pomegranate,దానిమ్మ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,100,20,17,6.83,39,153,87,Pomegranate,దానిమ్మ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,55,39,88,6.12,19,169,32,Sugarcane,చెరకు,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,65,44,58,7.84,33,108,72,Radish,ముల్లంగి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Black,నల్ల మట్టి,73,80,97,6.73,36,111,30,Pea,బఠాణి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,24,108,78,7.25,24,119,70,Sugarcane,చెరకు,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,117,89,15,6.84,31,137,42,Tomato,టమోటా,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,25,32,49,8.04,30,125,61,Ridge Gourd,బీరకాయ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,50,25,60,7.13,35,259,86,Soybean,సోయాబీన్,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,36,107,72,7.1,22,79,53,Pumpkin,గుమ్మడికాయ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,94,16,96,5.69,33,78,48,Grapes,ద్రాక్ష,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,10,68,94,7.57,23,157,89,Sorghum,జొన్న,Compost,కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,64,80,66,5.73,25,52,58,Ginger,అల్లం,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,45,85,119,8.39,18,189,85,Bottle Gourd,సొరకాయ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,102,119,28,6.19,15,103,63,Muskmelon,ఖర్బూజ,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Black,నల్ల మట్టి,44,85,39,7.24,29,296,34,Groundnut,వేరుశెనగ,Neem Cake,వేపపిండి,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,60,37,68,7.24,31,105,34,Spinach,పాలకూర,Neem Cake,వేపపిండి,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Clay,బంకమట్టి,88,120,12,7.47,17,140,74,Apple,సేపు,Neem Cake,వేపపిండి,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,94,70,63,6.44,40,184,67,Gram,సెనగ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,46,84,86,8.36,39,155,54,Ridge Gourd,బీరకాయ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,85,120,67,5.56,20,293,41,Lentil,పప్పు,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,21,116,15,7.37,33,61,64,Potato,ఆలుగడ్డ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,114,54,119,6.36,32,240,72,Bitter Gourd,కాకరకాయ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,39,18,15,6.13,22,142,53,Groundnut,వేరుశెనగ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,110,48,88,8.48,22,214,88,Cucumber,దోసకాయ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Loamy,లోమీ,90,116,50,7.73,23,297,78,Barley,యవ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,28,69,81,6.44,33,55,79,Millet,సజ్జ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Sandy,మణల్,11,65,101,8.29,17,95,79,Pumpkin,గుమ్మడికాయ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,48,86,43,5.64,34,283,41,Papaya,బొప్పాయి,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Loamy,లోమీ,81,27,35,7.24,40,196,40,Pea,బఠాణి,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,61,78,27,7.75,20,189,55,Barley,యవ,Neem Cake,వేపపిండి,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,75,119,25,6.56,20,242,70,Spinach,పాలకూర,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,108,95,69,7.26,30,81,81,Banana,అరటి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,104,116,33,8.16,36,86,42,Mustard,ఆవాలు,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,55,100,98,6.86,18,185,30,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,109,19,107,6.6,21,225,72,Bottle Gourd,సొరకాయ,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,116,52,104,6.55,22,52,84,Groundnut,వేరుశెనగ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Clay,బంకమట్టి,43,45,35,6.22,23,76,90,Potato,ఆలుగడ్డ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,34,61,57,7.18,37,126,54,Turmeric,పసుపు,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,106,26,51,7.19,27,249,53,Gram,సెనగ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,94,30,49,6.88,27,183,43,Beetroot,బీట్‌రూట్,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,73,110,49,5.71,27,297,86,Cabbage,క్యాబేజీ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,88,10,19,5.88,32,107,45,Wheat,గోధుమ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,94,46,117,8.34,24,234,45,Pomegranate,దానిమ్మ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,45,96,57,6.28,32,124,42,Mustard,ఆవాలు,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,46,76,111,6.23,17,262,80,Lentil,పప్పు,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,42,120,82,6.5,24,183,41,Wheat,గోధుమ,Neem Cake,వేపపిండి,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Loamy,లోమీ,33,89,39,6.66,30,93,88,Maize,మొక్కజొన్న,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,82,92,71,6.66,20,274,54,Cauliflower,కాలీఫ్లవర్,Neem Cake,వేపపిండి,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,63,12,115,7.05,35,80,40,Barley,యవ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Black,నల్ల మట్టి,70,23,57,5.84,21,159,87,Gram,సెనగ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,88,86,35,7.01,36,144,54,Brinjal,వంకాయ,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,19,103,35,7.02,39,269,63,Gram,సెనగ,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Black,నల్ల మట్టి,60,72,115,7.26,16,144,73,Guava,జామ,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,42,65,14,7.2,39,151,65,Mustard,ఆవాలు,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Loamy,లోమీ,90,109,72,7.07,26,80,74,Orange,నారింజ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Clay,బంకమట్టి,113,77,19,6.78,29,118,68,Turmeric,పసుపు,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Clay,బంకమట్టి,93,51,109,7.63,24,292,67,Grapes,ద్రాక్ష,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,16,99,85,6.17,34,199,55,Coriander,కొత్తిమీర,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Red,ఎర్ర మట్టి,98,107,115,7.75,38,145,80,Bitter Gourd,కాకరకాయ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,78,37,63,5.89,28,205,49,Apple,సేపు,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,50,72,30,7.67,28,167,89,Drumstick,మునగ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,29,112,45,6.79,15,72,68,Muskmelon,ఖర్బూజ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,81,23,59,6.27,22,147,30,Sugarcane,చెరకు,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,77,19,65,7.25,28,279,35,Banana,అరటి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,99,67,86,6.1,31,115,65,Cabbage,క్యాబేజీ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,56,42,51,8.1,16,68,80,Muskmelon,ఖర్బూజ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,37,54,38,7.06,28,288,39,Fenugreek,మెంతికూర,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Black,నల్ల మట్టి,21,81,68,8.08,17,191,61,Cucumber,దోసకాయ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,25,43,111,8.48,21,86,59,Sunflower,సూర్యకాంతి,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Loamy,లోమీ,95,117,109,8.25,22,61,49,Turnip,టర్నిప్,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,29,63,47,6.05,20,182,31,Cucumber,దోసకాయ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,28,50,66,7.95,29,202,59,Ridge Gourd,బీరకాయ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,108,83,32,6.19,15,157,78,Pea,బఠాణి,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,118,39,92,5.9,33,220,60,Turmeric,పసుపు,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,55,115,70,5.5,25,184,32,Mango,మామిడి,Neem Cake,వేపపిండి,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,44,13,69,8.05,31,232,32,Sorghum,జొన్న,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,95,20,79,7.23,35,151,89,Garlic,వెల్లులి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,16,21,75,6.96,29,237,30,Groundnut,వేరుశెనగ,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Clay,బంకమట్టి,37,41,88,6.64,29,152,81,Pumpkin,గుమ్మడికాయ,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,105,21,73,8.43,15,60,36,Pea,బఠాణి,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Red,ఎర్ర మట్టి,96,105,71,6.09,19,108,50,Grapes,ద్రాక్ష,Neem Cake,వేపపిండి,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,59,105,32,7.3,15,238,55,Brinjal,వంకాయ,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,96,101,28,7.97,34,107,85,Garlic,వెల్లులి,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,51,112,31,5.56,31,175,32,Pea,బఠాణి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Black,నల్ల మట్టి,22,45,41,6.01,24,214,55,Sorghum,జొన్న,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Red,ఎర్ర మట్టి,57,44,12,6.13,23,269,68,Millet,సజ్జ,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,115,73,77,5.92,30,234,65,Cotton,పత్తి,Compost,కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Red,ఎర్ర మట్టి,82,26,116,7.68,39,137,84,Pumpkin,గుమ్మడికాయ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,53,75,88,6.65,39,121,66,Grapes,ద్రాక్ష,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,11,99,45,6.41,30,78,33,Fenugreek,మెంతికూర,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Red,ఎర్ర మట్టి,62,74,77,6.15,17,269,53,Watermelon,పుచ్చకాయ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,52,27,35,6.09,37,179,73,Coriander,కొత్తిమీర,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,58,83,113,6.79,30,93,40,Guava,జామ,Neem Cake,వేపపిండి,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Sandy,మణల్,111,30,35,7.24,23,258,37,Cabbage,క్యాబేజీ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,59,20,90,5.68,36,70,62,Banana,అరటి,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Clay,బంకమట్టి,44,94,19,6.91,33,259,85,Orange,నారింజ,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Sandy,మణల్,80,36,97,6.92,37,218,30,Pomegranate,దానిమ్మ,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,66,76,89,8.47,33,235,73,Turmeric,పసుపు,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
